"pruid","prname","prnameFR","date","numconf","numprob","numdeaths","numtotal","numtested","numrecover","percentrecover","ratetested","numtoday","percentoday"
1,"Canada","Canada","25-03-2020",3385,24,35,3409,147789,"N/A","",NA,617,0.221
59,"British Columbia","Colombie-Britannique","26-03-2020",725,0,14,725,30238,"186","25.66",NA,66,0.1
48,"Alberta","Alberta","26-03-2020",486,0,2,486,36600,"27","5.56",NA,67,0.16
47,"Saskatchewan","Saskatchewan","26-03-2020",95,0,0,95,6729,"3","3.16",NA,9,0.105
46,"Manitoba","Manitoba","26-03-2020",11,25,0,36,5429,"1","2.78",NA,1,0.029
35,"Ontario","Ontario","26-03-2020",858,0,15,858,41217,"8","0.93",NA,170,0.247
24,"Quebec","Québec","26-03-2020",1629,0,8,1629,33311,"2","0.12",NA,290,0.217
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","26-03-2020",82,0,0,82,1447,"N/A","",NA,15,0.224
13,"New Brunswick","Nouveau-Brunswick","26-03-2020",33,0,0,33,1849,"N/A","",NA,7,0.269
12,"Nova Scotia","Nouvelle-Écosse","26-03-2020",73,0,0,73,3417,"2","2.74",NA,5,0.074
11,"Prince Edward Island","Île-du-Prince-Édouard","26-03-2020",9,0,0,9,353,"1","11.11",NA,4,0.8
61,"Northwest Territories","Territoires du Nord-Ouest","26-03-2020",1,0,0,1,481,"N/A","",NA,0,0
62,"Nunavut","Nunavut","26-03-2020",0,0,0,0,116,"N/A","",NA,0,0
60,"Yukon","Yukon","26-03-2020",3,0,0,3,416,"N/A","",NA,0,0
99,"Repatriated travellers","Voyageurs rapatriés","26-03-2020",13,0,0,13,76,"N/A","",NA,0,0
